enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
9740,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,21
28735,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,35
22641,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,never,4
17900,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,43
31333,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,140
18104,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,102
6092,city_150,0.698,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,>4,56
17249,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,81
23515,city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,9,100-500,Public Sector,never,27
27693,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,50
9586,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Public Sector,1,20
7539,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,5000-9999,NGO,>4,46
31232,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,150
32395,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,23
15682,city_40,0.776,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,86
10308,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,1,100-500,NGO,1,8
19403,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,5000-9999,Pvt Ltd,1,50
32243,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,50
3635,city_61,0.913,Female,No relevent experience,no_enrollment,Graduate,Arts,2,50-99,Pvt Ltd,2,262
10162,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,3,29
29341,city_100,0.887,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,9
29243,city_165,0.903,Female,No relevent experience,Part time course,Masters,STEM,<1,Oct-49,Funded Startup,1,270
7281,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,1,33
18166,city_30,0.698,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,18
11273,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,50
17526,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,1,17
23647,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,never,105
2170,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,4,254
5943,city_61,0.913,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,3,33
8578,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,2,1000-4999,Pvt Ltd,never,35
5101,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Early Stage Startup,>4,42
14529,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,1,110
17549,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Oct-49,Pvt Ltd,2,65
17610,city_41,0.827,Male,Has relevent experience,no_enrollment,Graduate,No Major,8,Oct-49,Pvt Ltd,3,150
11212,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,3,48
14516,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,50
6464,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,4,52
24495,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,212
10548,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,45
5624,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,88
6963,city_65,0.802,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,7
9700,city_71,0.884,Female,No relevent experience,no_enrollment,Graduate,Humanities,4,10000+,Pvt Ltd,2,34
14052,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,4,58
27456,city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,5
20361,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,13
21604,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Public Sector,never,101
24642,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,2,54
22342,city_99,0.915,Female,No relevent experience,Full time course,Graduate,STEM,5,Oct-49,Pvt Ltd,1,21
11730,city_114,0.926,Female,No relevent experience,Full time course,Graduate,STEM,17,<10,NGO,1,57
28292,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,Humanities,6,Oct-49,Early Stage Startup,1,113
4222,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,130
10167,city_103,0.92,Female,No relevent experience,Part time course,Graduate,STEM,2,50-99,Funded Startup,1,35
17720,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,3,<10,Early Stage Startup,1,104
29304,city_19,0.682,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,45
20431,city_152,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,16,500-999,Pvt Ltd,>4,42
29537,city_54,0.856,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,118
4450,city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,<1,Oct-49,Pvt Ltd,1,6
9270,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,6,Oct-49,NGO,4,31
30826,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Funded Startup,2,42
250,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,146
4504,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,140
15483,city_24,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,24
17117,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,3,72
27458,city_46,0.762,Male,No relevent experience,Full time course,Graduate,STEM,8,10000+,Public Sector,1,46
31613,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,8
26895,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,3,101
24022,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,23
14658,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Oct-49,Pvt Ltd,>4,34
21548,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,55
25855,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,50-99,Pvt Ltd,1,20
2094,city_64,0.666,Female,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,43
21920,city_16,0.91,Female,No relevent experience,no_enrollment,Phd,STEM,19,1000-4999,NGO,1,64
14566,city_69,0.856,Female,Has relevent experience,Part time course,Graduate,STEM,7,500-999,Pvt Ltd,1,145
10021,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,22
22999,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Pvt Ltd,1,9
11169,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,13
31131,city_103,0.92,Female,No relevent experience,Part time course,Graduate,Other,3,5000-9999,Other,1,56
26289,city_89,0.925,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,<10,Pvt Ltd,2,12
6694,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,19,Oct-49,Pvt Ltd,>4,85
16355,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,72
13197,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,108
20333,city_19,0.682,Female,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,1,83
19946,city_61,0.913,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,29
24739,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,20
28874,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,Oct-49,Funded Startup,1,18
6361,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,>4,35
23426,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,18
9649,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,16,50-99,Pvt Ltd,1,33
3291,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,62
6281,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,5,5000-9999,Other,1,184
14342,city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Other,2,30
10394,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,15,50-99,Funded Startup,1,10
14014,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,166
28671,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Pvt Ltd,never,96
5109,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,1,15
31775,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,78
17944,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,11,1000-4999,Pvt Ltd,1,43
137,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,NGO,3,37
19494,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,47
6560,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,NGO,1,22
2510,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,never,17
5367,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,2,17
20286,city_103,0.92,Female,Has relevent experience,Full time course,Masters,STEM,10,50-99,Public Sector,2,40
31585,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,24
10843,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,33
6834,city_80,0.847,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,99
14456,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,1,33
5040,city_64,0.666,Female,Has relevent experience,no_enrollment,Graduate,Other,3,Oct-49,Pvt Ltd,2,44
4114,city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,3,44
21613,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,54
13103,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,5
31017,city_149,0.689,Female,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,41
818,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,10
1670,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,2,<10,Public Sector,1,11
3760,city_41,0.827,Male,Has relevent experience,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,23
27220,city_75,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,1,77
7793,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,8,5000-9999,NGO,4,116
25866,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Oct-49,Pvt Ltd,>4,6
5380,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Oct-49,Pvt Ltd,>4,11
20045,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,7
26651,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Public Sector,>4,37
24612,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,2,36
13467,city_40,0.776,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,104
18565,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Public Sector,3,12
17018,city_75,0.939,Male,Has relevent experience,Part time course,Graduate,Business Degree,6,10000+,Pvt Ltd,>4,67
13047,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,4,4
20475,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,15
5150,city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,43
31451,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,19
22310,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,85
9105,city_123,0.738,Female,Has relevent experience,Part time course,Graduate,Other,4,50-99,Pvt Ltd,2,42
28645,city_16,0.91,Female,No relevent experience,Full time course,Masters,STEM,6,10000+,Public Sector,4,202
28267,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Pvt Ltd,1,12
26985,city_115,0.789,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,246
26178,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,11
5720,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,2,32
25297,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,2,36
16419,city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Pvt Ltd,1,184
12055,city_64,0.666,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,2,21
10809,city_82,0.693,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,3,216
20663,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,1,25
13543,city_105,0.794,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Public Sector,2,2
2682,city_23,0.899,Female,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,2,98
24837,city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Funded Startup,1,55
14621,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,1,24
29123,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,500-999,Funded Startup,2,10
13949,city_74,0.579,Male,Has relevent experience,Full time course,Graduate,STEM,3,Oct-49,Early Stage Startup,1,13
2269,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,2,18
12814,city_138,0.836,Male,No relevent experience,no_enrollment,Masters,STEM,>20,<10,Funded Startup,2,90
1886,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Oct-49,Early Stage Startup,1,92
1123,city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,7
2677,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,never,64
18648,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,17
33064,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,4,78
3543,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,292
5800,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Public Sector,>4,26
9032,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Early Stage Startup,2,28
31186,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,Other,16,50-99,Pvt Ltd,2,40
560,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,29
24293,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,1,49
26656,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Pvt Ltd,>4,200
25308,city_128,0.527,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Early Stage Startup,never,81
27512,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,5,Oct-49,Pvt Ltd,1,57
28498,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,500-999,Pvt Ltd,2,18
6027,city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,6,100-500,Funded Startup,2,40
11473,city_16,0.91,Female,Has relevent experience,no_enrollment,Phd,STEM,17,50-99,Pvt Ltd,2,74
19654,city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,4,500-999,Pvt Ltd,1,314
14255,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,10,50-99,Pvt Ltd,2,81
5509,city_99,0.915,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,29
28799,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,2,170
9586,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Public Sector,1,20
7539,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,5000-9999,NGO,>4,46
31232,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,150
32395,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,23
5514,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,64
4957,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,3,20
9163,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Other,4,100-500,Pvt Ltd,1,24
29171,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,11
2575,city_158,0.766,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,155
9106,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,95
11956,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,170
23795,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,3,82
344,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,1,14
6400,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,4,1000-4999,Public Sector,1,42
2018,city_102,0.804,Male,No relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,1,18
23288,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,No Major,19,10000+,Pvt Ltd,1,47
4819,city_71,0.884,Male,Has relevent experience,Part time course,Masters,STEM,>20,10000+,Pvt Ltd,1,28
3127,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,>4,24
32360,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Pvt Ltd,>4,298
15682,city_40,0.776,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,86
10308,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,1,100-500,NGO,1,8
19403,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,5000-9999,Pvt Ltd,1,50
32243,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,50
3635,city_61,0.913,Female,No relevent experience,no_enrollment,Graduate,Arts,2,50-99,Pvt Ltd,2,262
10162,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,3,29
29341,city_100,0.887,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,9
29243,city_165,0.903,Female,No relevent experience,Part time course,Masters,STEM,<1,Oct-49,Funded Startup,1,270
7281,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,1,33
18166,city_30,0.698,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,18
11273,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,50
6963,city_65,0.802,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,7
9700,city_71,0.884,Female,No relevent experience,no_enrollment,Graduate,Humanities,4,10000+,Pvt Ltd,2,34
14052,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,4,58
27456,city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,5
31245,city_136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,10,10000+,Pvt Ltd,4,96
12829,city_69,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,2,85
24246,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Oct-49,Pvt Ltd,never,107
33108,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,29
5484,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,12
20725,city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,2,12
19501,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,>4,34
1097,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,4,51
31984,city_40,0.776,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,70
172,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,46
19171,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,62
21296,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Public Sector,3,58
31565,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,4,33
691,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,85
15225,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,Funded Startup,1,76
20361,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,13
21604,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Public Sector,never,101
24642,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,2,54
22342,city_99,0.915,Female,No relevent experience,Full time course,Graduate,STEM,5,Oct-49,Pvt Ltd,1,21
11730,city_114,0.926,Female,No relevent experience,Full time course,Graduate,STEM,17,<10,NGO,1,57
28292,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,Humanities,6,Oct-49,Early Stage Startup,1,113
4222,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,130
10167,city_103,0.92,Female,No relevent experience,Part time course,Graduate,STEM,2,50-99,Funded Startup,1,35
17720,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,3,<10,Early Stage Startup,1,104
29304,city_19,0.682,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,45
25855,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,50-99,Pvt Ltd,1,20
2094,city_64,0.666,Female,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,43
21920,city_16,0.91,Female,No relevent experience,no_enrollment,Phd,STEM,19,1000-4999,NGO,1,64
14566,city_69,0.856,Female,Has relevent experience,Part time course,Graduate,STEM,7,500-999,Pvt Ltd,1,145
852,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,92
33234,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Pvt Ltd,2,75
13314,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,103
30921,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,18,<10,Early Stage Startup,4,206
31230,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,55
6689,city_141,0.763,Male,No relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,28
32259,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,144
15640,city_43,0.516,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,2,100
10928,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,10
14904,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,304
8239,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,5000-9999,Pvt Ltd,never,48
11912,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,Business Degree,5,10000+,Pvt Ltd,4,17
25072,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,116
19240,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,85
