enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
30694,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,168,0
12107,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,never,16,0
6608,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,1,192,0
23481,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,43,1
14572,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,4,33,1
31280,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,8,0
32215,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,49,0
7580,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,212,1
19749,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Oct-49,Pvt Ltd,>4,176,0
28748,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,14,500-999,Public Sector,1,8,0
17073,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Early Stage Startup,never,24,1
27875,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,>4,89,0
10992,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,Humanities,1,1000-4999,Pvt Ltd,1,26,0
6627,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,6,0
25998,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,2,47,0
16869,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,1,13,1
18257,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,NGO,>4,20,0
7666,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,74,0
28074,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,>4,17,0
23012,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,51,0
16110,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,3,60,1
13342,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,Other,8,5000-9999,Pvt Ltd,2,34,0
32092,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,55,0
907,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,72,0
25495,city_142,0.727,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,>4,37,0
13891,city_71,0.884,Female,No relevent experience,no_enrollment,Phd,STEM,3,1000-4999,Public Sector,1,41,0
26419,city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,2,41,0
22194,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Funded Startup,1,204,0
10752,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,42,1
17460,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,22,0
11092,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,39,0
31771,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,182,0
16095,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,7,<10,Pvt Ltd,>4,125,0
11892,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Early Stage Startup,1,52,0
2198,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,1000-4999,Pvt Ltd,1,17,1
364,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,23,0
31830,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,Other,10,5000-9999,Public Sector,1,7,0
19277,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,2,100,1
9394,city_128,0.527,Male,No relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,15,0
14380,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,50-99,Pvt Ltd,1,9,0
28067,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,36,0
24805,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,25,0
27079,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Funded Startup,1,41,0
3692,city_46,0.762,Male,Has relevent experience,Part time course,Graduate,STEM,12,500-999,Pvt Ltd,2,70,0
16292,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,never,50,1
4269,city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,72,0
21078,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,17,0
17432,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,15,0
17083,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,7,0
29982,city_105,0.794,Female,Has relevent experience,no_enrollment,Masters,Humanities,6,50-99,Pvt Ltd,1,182,0
22508,city_71,0.884,Female,No relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,16,0
24226,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,13,0
22954,city_105,0.794,Female,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,>4,206,0
10454,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,3,40,0
33254,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,120,1
15436,city_65,0.802,Female,No relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,1,144,1
28149,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,25,1
32619,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Pvt Ltd,1,90,0
18130,city_67,0.855,Female,No relevent experience,no_enrollment,Masters,Humanities,3,50-99,Pvt Ltd,2,9,0
32720,city_145,0.555,Female,Has relevent experience,Part time course,Masters,STEM,>20,10000+,NGO,3,135,1
19090,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,16,0
32807,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,4,6,0
15612,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Pvt Ltd,never,28,0
15052,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Pvt Ltd,1,44,0
1606,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Funded Startup,1,116,0
19973,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,48,0
12198,city_128,0.527,Male,No relevent experience,no_enrollment,Graduate,STEM,3,500-999,Funded Startup,1,30,0
27791,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Early Stage Startup,1,17,1
23321,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,Oct-49,Pvt Ltd,1,53,1
26669,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,148,0
19833,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,1,44,0
22626,city_104,0.924,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,86,0
30349,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,32,0
27738,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,35,0
5666,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,23,1
33358,city_159,0.843,Female,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,6,1
32958,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,1,7,0
19454,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,172,1
365,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,16,0
22238,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,27,0
9180,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,34,0
8093,city_45,0.89,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Pvt Ltd,1,22,0
32758,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,3,23,0
9499,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Funded Startup,3,162,0
10371,city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,7,500-999,Public Sector,4,28,0
8007,city_16,0.91,Female,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,122,0
13487,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Funded Startup,1,156,0
26270,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,500-999,Funded Startup,3,127,1
18670,city_54,0.856,Female,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Funded Startup,1,162,0
29086,city_114,0.926,Female,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,10,0
27821,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,7,0
19635,city_24,0.698,Male,No relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,24,0
12485,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,89,0
19536,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,1,10,1
25455,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,2,160,0
6607,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,never,57,1
31237,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,151,1
28398,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,>4,53,0
6007,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,8,0
29971,city_28,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Public Sector,1,14,1
26024,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,164,0
2905,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,29,0
18076,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,3,73,0
30287,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,12,1
11450,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Public Sector,>4,48,0
27046,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,42,0
28214,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,12,0
32082,city_100,0.887,Female,No relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,218,0
14582,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,3,60,0
1641,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,17,0
19068,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,1,30,0
10611,city_71,0.884,Female,No relevent experience,no_enrollment,Phd,STEM,>20,50-99,Public Sector,>4,27,0
8585,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Other,1,14,0
10515,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,Pvt Ltd,2,7,1
8906,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,2,11,0
10443,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Pvt Ltd,2,41,0
16681,city_138,0.836,Female,Has relevent experience,no_enrollment,Phd,Humanities,18,50-99,Pvt Ltd,>4,23,0
16109,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,74,1
10321,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,42,0
14761,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,2,71,1
29675,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,4,138,0
14765,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Oct-49,Pvt Ltd,2,64,0
28791,city_114,0.926,Male,No relevent experience,Part time course,Graduate,STEM,5,10000+,Public Sector,>4,54,1
2052,city_97,0.925,Male,Has relevent experience,Part time course,Masters,STEM,9,50-99,Pvt Ltd,4,52,0
13577,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,18,1
10087,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,>4,67,0
24915,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,Oct-49,Pvt Ltd,1,232,1
32572,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,No Major,9,Oct-49,Pvt Ltd,2,38,0
31287,city_176,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,1,12,0
31051,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,25,0
9034,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,2,6,1
20325,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,15,0
27137,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,24,0
27485,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,4,39,0
26540,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,53,0
28089,city_28,0.939,Female,No relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,24,0
26687,city_114,0.926,Female,No relevent experience,no_enrollment,Masters,STEM,6,<10,Public Sector,>4,4,0
21215,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,43,0
3961,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Funded Startup,1,103,0
24511,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,NGO,1,72,0
27421,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,43,1
28587,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,NGO,2,8,0
15399,city_116,0.743,Female,Has relevent experience,no_enrollment,Masters,Other,9,100-500,Pvt Ltd,4,9,0
10219,city_98,0.949,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,111,0
28624,city_75,0.939,Female,Has relevent experience,no_enrollment,Masters,STEM,17,Oct-49,Pvt Ltd,1,14,0
19782,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,3,59,0
4335,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,142,0
4705,city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,3,66,0
7723,city_90,0.698,Female,Has relevent experience,no_enrollment,Masters,STEM,16,Oct-49,Funded Startup,1,22,0
16770,city_16,0.91,Female,No relevent experience,no_enrollment,Masters,STEM,3,<10,Early Stage Startup,1,59,1
19948,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,5,10000+,Pvt Ltd,1,28,0
22369,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,30,0
25641,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,13,10000+,Pvt Ltd,4,154,0
24320,city_73,0.754,Male,No relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,3,8,0
6428,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,Other,12,50-99,Funded Startup,1,11,0
7406,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,8,0
814,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,4,60,0
14058,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,<10,Pvt Ltd,>4,14,0
29673,city_71,0.884,Male,No relevent experience,Part time course,Masters,STEM,3,<10,Public Sector,never,22,0
3536,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,14,100-500,Pvt Ltd,2,40,0
13541,city_64,0.666,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,64,1
10059,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,56,0
8365,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,2,144,1
31631,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,29,0
10888,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,Humanities,14,500-999,Public Sector,4,112,0
32328,city_143,0.74,Female,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,91,0
27482,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,36,1
15315,city_89,0.925,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1,90,0
3742,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11,Oct-49,Pvt Ltd,>4,47,0
11302,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,21,0
8608,city_28,0.939,Female,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,NGO,>4,77,1
3465,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,<10,Pvt Ltd,3,13,0
27449,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,94,0
17419,city_65,0.802,Female,Has relevent experience,Part time course,Graduate,STEM,11,1000-4999,Pvt Ltd,1,174,0
30741,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,NGO,1,84,0
10183,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,3,122,0
3887,city_103,0.92,Female,Has relevent experience,no_enrollment,Phd,STEM,13,5000-9999,Pvt Ltd,1,11,0
543,city_36,0.893,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,11,0
31842,city_24,0.698,Female,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,3,6,0
12486,city_162,0.767,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,3,29,1
29349,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,1,22,0
32326,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,4,148,0
12900,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,5,0
4964,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Other,1,112,0
16938,city_13,0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,114,0
19735,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,17,0
7221,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,100-500,Early Stage Startup,4,11,0
24656,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,26,0
11160,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,1,192,0
32792,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,28,0
14490,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,NGO,>4,30,0
12571,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,70,0
19531,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,50,0
6858,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,3,125,0
23591,city_23,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,2,83,1
2069,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Pvt Ltd,>4,66,0
9468,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Arts,4,50-99,NGO,4,54,0
8936,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Pvt Ltd,1,12,0
9985,city_53,0.74,Female,Has relevent experience,Full time course,Graduate,STEM,11,Oct-49,Pvt Ltd,never,73,0
10672,city_16,0.91,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,NGO,3,48,0
25306,city_94,0.698,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,88,0
28097,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,2,320,0
28047,city_149,0.689,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,11,0
10801,city_83,0.923,Female,Has relevent experience,no_enrollment,Masters,Humanities,4,100-500,Public Sector,2,48,0
13189,city_103,0.92,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,NGO,>4,170,0
9603,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Early Stage Startup,1,48,0
5338,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,54,0
19797,city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,13,100-500,Pvt Ltd,>4,8,1
19420,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,79,0
11797,city_116,0.743,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,18,0
27556,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,2,6,0
5740,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,<10,Pvt Ltd,>4,45,0
22585,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,17,0
19292,city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,Public Sector,1,25,0
22927,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,3,9,1
26112,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,143,0
8223,city_84,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,89,0
16182,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,16,0
1548,city_101,0.558,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Early Stage Startup,never,61,1
2078,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,3,107,1
26906,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,>4,59,0
14417,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,4,72,0
20124,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,28,0
10937,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,33,0
24764,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,92,0
1895,city_36,0.893,Female,Has relevent experience,no_enrollment,Masters,STEM,15,Oct-49,Pvt Ltd,1,38,0
20848,city_10,0.895,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,94,0
18834,city_73,0.754,Female,Has relevent experience,Part time course,Graduate,STEM,5,Oct-49,Pvt Ltd,3,49,0
28471,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,36,0
31166,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,never,31,0
8254,city_102,0.804,Female,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,>4,41,0
15175,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,>4,37,0
21694,city_71,0.884,Female,Has relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,99,0
24282,city_23,0.899,Female,Has relevent experience,no_enrollment,Masters,STEM,20,500-999,Pvt Ltd,>4,10,0
28986,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,1,220,0
26022,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,11,50-99,Public Sector,1,26,0
31931,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Pvt Ltd,never,57,0
24946,city_67,0.855,Female,Has relevent experience,Full time course,Masters,STEM,16,100-500,Pvt Ltd,3,168,0
10939,city_16,0.91,Female,Has relevent experience,Full time course,Masters,STEM,12,100-500,Pvt Ltd,1,44,1
